Module,Stage,Status,business_id,name,address,city,state,postal_code,PhoneDayNumber,PhoneDayExt,Status
FoodFacility,Active,Permitted,1400483,Stray Dog Theatre,2336 Tennessee,St Louis,MO,63104,865-1995,,Permitted
FoodFacility,Active,Permitted,1201137,Street Life Mobile Food Svcs,4920 KENNEWICK Dr,Florissant,MO,63033,808-5888,,Permitted
FoodFacility,Active,Permitted,17069,Sts Peter And Paul Parish Hal,816 Allen,St Louis,MO,63104,773-8486,,Permitted
FoodFacility,Active,Permitted,37603,Sub Zero,306-08 N Euclid,St Louis,MO,63108,367-1200,,Permitted
FoodFacility,Active,Permitted,1200577,Subway,11005 Riverview Dr,St Louis,MO,63137,355-2445,,Permitted
FoodFacility,Active,Permitted,1200577,Subway,1641 S Jefferson,SAINT LOUIS,MO,63104,,,Permitted
FoodFacility,Active,Permitted,1200577,Subway,707 N 1ST,St Louis,MO,63102,436-1115,,Permitted
FoodFacility,Active,Permitted,1200577,Subway,4600 CHIPPEWA,St Louis,MO,63116,832-4200,,Permitted
FoodFacility,Active,Permitted,1200577,Subway,6918 CHIPPEWA,St Louis,MO,63109,583-2639,,Permitted
FoodFacility,Active,Permitted,1200577,Subway,307 DEBALIVIERE,St Louis,MO,63112,367-1000,,Permitted
FoodFacility,Active,Permitted,1200544,Subway #27201,3628 S GRAND,St Louis,MO,63118,664-9100,,Permitted
FoodFacility,Active,Permitted,1200626,Subway #48504,2255 S Grand Blvd,St Louis,MO,63104,771-1192,,Permitted
FoodFacility,Active,Permitted,KHUS-9KHLV4,Subway #6747,1831 S 7th St,SAINT LOUIS,MO,63104,621-2252,,Permitted
FoodFacility,Active,Permitted,37279,Subway Foods,4230 S BROADWAY,St Louis,MO,63111,351-3822,,Permitted
FoodFacility,Active,Permitted,37399,Subway Sandwich Shop,1820 MARKET SPACE 228,St Louis,MO,63103,463-0007,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,4963 Natural Bridge,St Louis,MO,63156,389-7827,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,216 N 7TH,St Louis,MO,63101,231-2629,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,1010 MARKET STE 100,St Louis,MO,63101,588-1411,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,1151 S Kingshighway,SAINT LOUIS,MO,63110,,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,115 N Euclid,St Louis,MO,63108,367-9200,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,4487 FOREST PARK,St Louis,MO,63108,652-3200,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,4149 Lindell,St Louis,MO,63108,367-9200,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,3663 Page,St Louis,MO,63113,533-7827,,Permitted
FoodFacility,Active,Permitted,38416,Subway Sandwiches & Salads,1205 Hampton,St Louis,MO,63139,645-5440,,Permitted
FoodFacility,Active,Permitted,20933,Sugaree Baking Company,1242 Tamm Ave,St Louis,MO,63139,645-5496,,Permitted
FoodFacility,Active,Permitted,1201185,Sump,3700 S JEFFERSON,St Louis,MO,63118,,,Permitted
FoodFacility,Active,Permitted,MWIS-9G7T29,SUN CAFE,1435 Salisbury St,SAINT LOUIS,MO,63107,,,Permitted
FoodFacility,Active,Permitted,17507,Sunrise Chinese Restaurant,3506 WASHINGTON,St Louis,MO,63103,652-2876,,Permitted
FoodFacility,Active,Permitted,1200948,Sunshine Food Mart,2200 S JEFFERSON,St Louis,MO,63104,773-4867,,Permitted
FoodFacility,Active,Permitted,20506,Sunshine Ministries,1410 Howard St,St Louis,MO,63106,231-8209,,Permitted
FoodFacility,Active,Permitted,20506,Sunshine Ministries,1315 Howard St,St Louis,MO,63106,(31-8209,,Permitted
FoodFacility,Active,Permitted,20466,Super's Bungalow,5623 LEONA,St Louis,MO,63116,481-8448,,Permitted
FoodFacility,Active,Permitted,MWIS-94HU9Z,Sushi Ai,910 Olive St,SAINT LOUIS,MO,63103,588-7888,,Permitted
FoodFacility,Active,Permitted,MLEN-93YUDL,Svc System Assn @ EZ Pizza Science Ctr,5050 Oakland,St Louis,MO,63110,289-1410,,Permitted
FoodFacility,Active,Permitted,MWHN-93YUD3,Svc System Assn @ The Loft @ Science Ctr,5050 Oakland Ave,St Louis,MO,63110,289-4424,,Permitted
FoodFacility,Active,Permitted,MWHN-93YULP,Svc Sytems Assn @ Science Cafe Science Ctr,5050 Oakland,St Louis,MO,63110,289-4424,,Permitted
FoodFacility,Active,Permitted,1400300,Sweet Art,2203 S 39Th,SAINT LOUIS,MO,63110,771-4278,,Permitted
FoodFacility,Active,Permitted,38093,Sweetie Pies At The Mangrove,4270 MANCHESTER,St Louis,MO,63110,371-0304,,Permitted
FoodFacility,Active,Permitted,11000110,Sweetie Pies Upper Crust,3643-53 Delmar,St Louis,MO,63108,932-5364,,Permitted
FoodFacility,Active,Permitted,38027,Sybergs On Market,2211 Market St,St Louis,MO,63103,231-2430,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARRT3,Taco Bell #029625,3440 S Kingshighway,St Louis,MO,63139,352-1765,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARS24,Taco Bell #029626,1324 Hampton Ave,SAINT LOUIS,MO,63139,,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARS7Q,Taco Bell #029631,626 N KINGSHIGHWAY,St Louis,MO,63108,367-9955,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARSCC,Taco Bell #029637,5031 NATURAL BRIDGE,St Louis,MO,63115,382-0029,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARSRH,Taco Bell #029638,851 SKINKER,St Louis,MO,63130,863-3315,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARSH2,Taco Bell #029640,6660 MANCHESTER,St Louis,MO,63139,647-2993,,Permitted
FoodFacility,Active,Permitted,MWHN-9ARRJX,Taco Bell #29624,3501 S Grand,St Louis,MO,63118,771-7422,,Permitted
FoodFacility,Active,Permitted,MWIS-8YBR45,Taco Bell #9586,501 Chouteau,St Louis,MO,63102,241-0223,,Permitted
FoodFacility,Active,Permitted,KHUS-9NDJSS,Taco Buddha,2400 S Jefferson,SAINT LOUIS,MO,63104,269-4496,,Permitted
FoodFacility,Active,Permitted,MLEN-98EMG5,Taco Truck STL,3736 Texas,SAINT LOUIS,MO,63118,276-3867,,Permitted
FoodFacility,Active,Permitted,37593,Taft Street Restaurant & Bar,4457 Gravois,St Louis,MO,63110,457-1428,,Permitted
FoodFacility,Active,Permitted,MWIS-9EPPXZ,Taha'a Twisted Tiki,4199 Manchester,St Louis,MO,63110,,,Permitted
FoodFacility,Active,Permitted,1200921,Taj Market,3243 Gravois Ave,St Louis,MO,63118,771-0740,,Permitted
FoodFacility,Active,Permitted,1200921,Taj Market,3243 GRAVOIS,St Louis,MO,63118,771-0740,,Permitted
FoodFacility,Active,Permitted,1200751,Tamara Phillips 66,7000 MANCHESTER,St Louis,MO,63146,646-1997,,Permitted
FoodFacility,Active,Permitted,MWIS-978LH7,Tamm Avenue Grill,1223-27 Tamm Ave,SAINT LOUIS,MO,63139,,,Permitted
FoodFacility,Active,Permitted,MLEN-9HHJWC,Taphouse Beer Garden,601 - Suite C Clark St,SAINT LOUIS,MO,63102,,,Permitted
FoodFacility,Active,Permitted,1400595,Taqueria El Bronco,2817 Cherokee,St Louis,MO,63118,762-0691,,Permitted
FoodFacility,Active,Permitted,CGIA-9RDSTD,Tarahumara Mexican Restaurant,2818 Cherokee,SAINT LOUIS,MO,63118,,,Permitted
FoodFacility,Active,Permitted,38079,Target,4255 HAMPTON,St Louis,MO,63109,802-0122,,Permitted
FoodFacility,Active,Permitted,1201013,Target Store T1515,4255 HAMPTON,St Louis,MO,63109,802-0122,,Permitted
FoodFacility,Active,Permitted,1400564,Taste,4584 Laclede Ave,St Louis,MO,63108,361-1200,,Permitted
FoodFacility,Active,Permitted,KHUS-9JENQZ,Taste Budz Take Out,280 DeBaliviere Ave,SAINT LOUIS,MO,63112,,,Permitted
FoodFacility,Active,Pending,#N/A,Tastebuds on Tour,5331 Neosho St,SAINT LOUIS,MO,63109,,,#N/A
FoodFacility,Active,Permitted,1201125,Tavern Of Fine Arts,311 Belt Ave 313,St Louis,MO,63112,314-CELL,,Permitted
FoodFacility,Active,Permitted,1400684,Tavolo V,6118 Delmar,St Louis,MO,,721-4333,,Permitted
FoodFacility,Active,Permitted,1400461,Tawakal Halal,3308 MERAMEC,St Louis,MO,63118,752-5633,,Permitted
FoodFacility,Active,Permitted,1200007,T-Dawgs Puppys,4221 OSCEOLA,St Louis,MO,63116,437-3512,,Permitted
FoodFacility,Active,Permitted,1200478,Teacher's Loving Children II,3809 Louisiana,St Louis,MO,,865-0893,,Permitted
FoodFacility,Active,Permitted,9587,Ted Drewes Frozen Custard,6726 Chippewa,St Louis,MO,63109,481-2652,,Permitted
FoodFacility,Active,Permitted,9587,Ted Drewes Frozen Custard,4224 S GRAND,St Louis,MO,63111,352-7376,,Permitted
FoodFacility,Active,Permitted,MWIS-9H7M6Y,Tengo Hambre,601 Clark - Ste B St,SAINT LOUIS,MO,63102,352-1121,,Permitted
FoodFacility,Active,Permitted,MWIS-9H7LPV,Tengo Sed,601 Clark - Ste B St,SAINT LOUIS,MO,63102,752-5444,,Permitted
FoodFacility,Active,Permitted,MWIS-8VXRKR,Teranga Grill,1820 Market St,St Louis,MO,63103,,,Permitted
FoodFacility,Active,Permitted,38347,Terrace Cafe,4344 SHAW,St Louis,MO,63110,961-7588,,Permitted
FoodFacility,Active,Permitted,1400396,Tesson & Broadway Neighborhood Cafe,7926 S Broadway 8,St Louis,MO,63111,621-3141,,Permitted
FoodFacility,Active,Permitted,38442,TGI Fridays,529 CHESTNUT,St Louis,MO,63101,241-8443,,Permitted
FoodFacility,Active,Permitted,MWHN-8WTPXR,Thai 202,235 N Euclid,St Louis,MO,63108,367-2002,,Permitted
FoodFacility,Active,Permitted,18009,Thai Cafe,6170 Delmar,St Louis,MO,63112,862-6868,,Permitted
FoodFacility,Active,Permitted,1200297,Thai Country Cafe,6223 DELMAR,St Louis,MO,63112,862-0787,,Permitted
FoodFacility,Active,Permitted,20463,Thai Gaiyang Cafe,6250 DELMAR,St Louis,MO,63130,862-4400,,Permitted
FoodFacility,Active,Permitted,20604,Thai Pizza Co,608 EASTGATE,St Louis,MO,63130,862-0787,,Permitted
FoodFacility,Active,Permitted,KHUS-9PBNVB,The Address,5917 Delmar,St Louis,MO,63112,,,Permitted
FoodFacility,Active,Permitted,MLEN-9ADPLZ,The Barnet Center,3207 Washington Ave,SAINT LOUIS,MO,63103,773-7200,,Permitted
FoodFacility,Active,Permitted,35553,The Beale On Broadway,701 S BROADWAY,St Louis,MO,63102,621-7880,,Permitted
FoodFacility,Active,Permitted,MWHN-8WWS6Z,The Bee,2605 Washington Ave,St Louis,MO,63103,,932-5855,Permitted
FoodFacility,Active,Permitted,CGIA-9MPNJX,The Best BBQ,4331 N Florissant,SAINT LOUIS,MO,63107,,,Permitted
FoodFacility,Active,Permitted,1894,The Best Steak House,516 N Grand Blvd,St Louis,MO,63103,535-6033,,Permitted
FoodFacility,Active,Permitted,1400383,The Bevo Mill,4749 Gravois Ave,St Louis,MO,63116,832-6776,,Permitted
FoodFacility,Active,Permitted,PMAY-9AALLP,The Biergarten,1127 Pestalozzi,SAINT LOUIS,MO,63118,577-7729,,Permitted
FoodFacility,Active,Permitted,1201119,The Bistro,6421 Gravois,St Louis,MO,63116,481-5500,,Permitted
FoodFacility,Active,Permitted,16257,The Black Thorn,3733 WYOMING 35,St Louis,MO,63118,776-0534,,Permitted
FoodFacility,Active,Permitted,MLEN-924NPE,The Block CWE,29-37 N Sarah Ave,St Louis,MO,63108,795-3666,,Permitted
FoodFacility,Active,Permitted,1200625,The Bridge,1004 Locust,St Louis,MO,63101,241-8141,,Permitted
FoodFacility,Active,Permitted,38136,The Bridge Outreach,1610 Olive St,St Louis,MO,63103,421-3136,,Permitted
FoodFacility,Active,Permitted,10100004,The Broadway Martini Bar,8224 N BROADWAY,St Louis,MO,63147,,,Permitted
FoodFacility,Active,Permitted,KHUS-9NES7T,The Cabana,6100 Delmar Blvd,SAINT LOUIS,MO,63112,,,Permitted
FoodFacility,Active,Permitted,MWHN-98JQLX,The Cafe @ Art Museum,1 Fine Arts,St Louis,MO,63110,,,Permitted
FoodFacility,Active,Permitted,37874,The Cakery Bakery,1420 Tamm,St Louis,MO,63139,647-6000,,Permitted
FoodFacility,Active,Permitted,1400667,The Campus Kitchen @ Slu,303 S GRAND,St Louis,MO,63103,977-3881,,Permitted
FoodFacility,Active,Pending,#N/A,The Candy Bar,7820 N Broadway,SAINT LOUIS,MO,63147,,,#N/A
FoodFacility,Active,Permitted,CGIA-9PURCX,The Caramel Room,1600 N Broadway,SAINT LOUIS,MO,63102,615-2480,,Permitted
FoodFacility,Active,Permitted,1400228,The Cedars,939 Lebanon,St Louis,MO,63104,241-8248,,Permitted
FoodFacility,Active,Permitted,18468,The Chapel Kitchen,3436 Winnebago Ave,St Louis,MO,63118,776-7172,,Permitted
FoodFacility,Active,Permitted,MWIS-8UEM3Z,The Cheese Shack,2607 Cooper Rd,St Louis,MO,63012,807-1533,,Permitted
FoodFacility,Active,Permitted,1200638,The Chill Grill,2816 N Vandeventer Ave,St Louis,MO,63107,535-0969,,Permitted
FoodFacility,Active,Permitted,MLEN-93XPMF,The Choice @Something Special By Lillian,3265 S Jefferson,SAINT LOUIS,MO,63118,776-5700,,Permitted
FoodFacility,Active,Permitted,20181,The Christy,5856 CHRISTY,St Louis,MO,63116,352-4800,,Permitted
FoodFacility,Active,Permitted,1400616,The Civil Life Brewing Co,3714 Holt,St Louis,MO,63116,494-9800,,Permitted
FoodFacility,Active,Permitted,MWIS-9FDTFD,The Corner Cup,1221 Tamm Ave,SAINT LOUIS,MO,63139,,,Permitted
FoodFacility,Active,Permitted,37508,The Coronado Ballroom & Nadoz,3701 Lindell Blvd,St Louis,MO,63108,368-4848,,Permitted
FoodFacility,Active,Permitted,20378,The Courtesy Sandwich Shop,3155 S Kingshighway,St Louis,MO,63139,776-9059,,Permitted
FoodFacility,Active,Permitted,1400386,The Crack Fox,1114 OLIVE,St Louis,MO,63101,621-6900,,Permitted
FoodFacility,Active,Permitted,1400091,The Cup Cakery,28 Maryland Plz Rear,St Louis,MO,63108,367-6111,,Permitted
FoodFacility,Active,Permitted,1200608,The Cypress Room,2500 Ohio Ste B,St Louis,MO,63104,486-7823,,Permitted
FoodFacility,Active,Permitted,MWHN-99YJN6,The Dam,3173 Morganford,St Louis,MO,63116,771-3173,,Permitted
FoodFacility,Active,Permitted,MLEN-9GRRY8,The Dark Room,607-B N Grand,SAINT LOUIS,MO,63103,289-1500,,Permitted
FoodFacility,Active,Permitted,CGIA-9NBT3F,The Demo,4191 Manchester Ave,SAINT LOUIS,MO,63110,,,Permitted
FoodFacility,Active,Permitted,1200173,The Design Deli D/B/A The Fire & Ice Cream Truck,3449 Missouri,St Louis,MO,63118,601-2038,,Permitted
FoodFacility,Active,Permitted,MLEN-9GFPQQ,The Diner At Lumiere Place,999 N 2nd,St Louis,MO,63102,,,Permitted
FoodFacility,Active,Permitted,38391,The Drunken Fish,612 N 2nd,St Louis,MO,63102,241-9595,,Permitted
FoodFacility,Active,Permitted,38391,The Drunken Fish,1 Maryland Plz Plz,St Louis,MO,63108,309-5794,,Permitted
FoodFacility,Active,Permitted,7600006,The Dubliner,1025 WASHINGTON,St Louis,MO,63101,421-4300,,Permitted
FoodFacility,Active,Permitted,20676,The Edible Difference,615 Pine St,St Louis,MO,63101,588-8432,,Permitted
FoodFacility,Active,Permitted,15379,The Engineers Club Of St Louis,4359 LINDELL,St Louis,MO,63108,533-9333,,Permitted
FoodFacility,Active,Permitted,20533,The Famous Bar,5211-13 Chippewa,St Louis,MO,63109,832-2211,,Permitted
FoodFacility,Active,Permitted,20483,The Filling Station,1924 PESTALOZZI,St Louis,MO,63118,772-9533,,Permitted
FoodFacility,Active,Permitted,1400338,The Firebird,2706 OLIVE,St Louis,MO,63103,877-4811,,Permitted
FoodFacility,Active,Permitted,MWIS-8ZLSZN,The Fortune Teller Bar,2635 Cherokee,SAINT LOUIS,MO,63118,776-2337,,Permitted
FoodFacility,Active,Permitted,1400168,The Fountain On Locust,3037 Locust,St Louis,MO,63103,535-7800,,Permitted
FoodFacility,Active,Permitted,MWHN-8UXT6V,The Franklin Room,816 Allen,St Louis,MO,63104,664-7706,,Permitted
FoodFacility,Active,Permitted,15776,The Fudgery,1820 Market Space 189,St Louis,MO,63103,231-1901,,Permitted
FoodFacility,Active,Pending,#N/A,The Fudgery Inc,601 Clark,SAINT LOUIS,MO,63102,,,#N/A
FoodFacility,Active,Permitted,MWIS-9FTSYN,The Good Luck Bar & Grill,2501 S 9th St,SAINT LOUIS,MO,63104,833-5825,,Permitted
FoodFacility,Active,Permitted,1200147,The Gramophone,4243 Manchester,St Louis,MO,63110,531-5700,,Permitted
FoodFacility,Active,Permitted,38368,The Great Grizzly Bear,1027 Geyer,St Louis,MO,63104,231-0444,,Permitted
FoodFacility,Active,Permitted,38178,The Gyro Company,7240 GRAVOIS,St Louis,MO,63116,832-2563,,Permitted
FoodFacility,Active,Permitted,MLEN-9BEMNY,The Halfway Haus,7900 Michigan,St Louis,MO,63111,256-0101,,Permitted
FoodFacility,Active,Permitted,KHUS-9NTS2P,The Haunt,5000 ALASKA,St Louis,MO,63111,481-5003,,Permitted
FoodFacility,Active,Permitted,1200558,The Haven,6625 MORGANFORD,St Louis,MO,63116,352-4283,,Permitted
FoodFacility,Active,Permitted,1400571,The Heavy Anchor,5226 GRAVOIS,St Louis,MO,63116,352-5226,,Permitted
FoodFacility,Active,Permitted,1200182,The Highlander,5656 Oakland,St Louis,MO,63110,644-4646,,Permitted
FoodFacility,Active,Permitted,MLEN-9FEP8J,The Improv Shop,510 N Euclid,St Louis,MO,63108,769-4318,,Permitted
FoodFacility,Active,Permitted,1200185,The In Spot,5854 DELMAR,St Louis,MO,63112,486-0683,,Permitted
FoodFacility,Active,Permitted,MLEN-9E8UBA,The Irish Corner Pub,1900 Cherokee St,SAINT LOUIS,MO,63118,378-8433,,Permitted
FoodFacility,Active,Permitted,1201216,The Island Frozen Yogurt,1009A Russell Blvd,St Louis,MO,63104,664-6678,,Permitted
FoodFacility,Active,Permitted,1400145,The Kitchen Buffett And Bistro,999 N 2nd St,St Louis,MO,63102,881-7570,,Permitted
FoodFacility,Active,Permitted,MWIS-9CXPKX,The Kitchen Sink,255 Union,SAINT LOUIS,MO,63108,,,Permitted
FoodFacility,Active,Permitted,1200954,The Lava Club,8927B Riverview Blvd,St Louis,MO,63147,388-5787,,Permitted
FoodFacility,Active,Permitted,1200582,The Library Annex,3693 FOREST PARK,St Louis,MO,63103,652-8484,,Permitted
FoodFacility,Active,Permitted,CGIA-9PMLRM,The Little Bar,6343 Alabama,St Louis,MO,63111,210-8224,GARY SANTA,Permitted
FoodFacility,Active,Permitted,38157,The Loft Jazz Club,3112 Olive St,St Louis,MO,63103,225-2505,,Permitted
FoodFacility,Active,Permitted,MLEN-9FBNR9,The London Tea Room,3128 Morganford,SAINT LOUIS,MO,63116,241-6556,,Permitted
FoodFacility,Active,Permitted,37839,The Mack,4615 Macklind,St Louis,MO,63109,832-8199,,Permitted
FoodFacility,Active,Permitted,MWIS-95PLUH,The Mad Magician,5625-27 Manchester,SAINT LOUIS,MO,63139,304-9656,,Permitted
FoodFacility,Active,Permitted,37644,The Mahler Ballroom,4915 Washington Blvd,St Louis,MO,63108,361-4411,,Permitted
FoodFacility,Active,Permitted,20530,The Mahogany Grille,1019 Pine,St Louis,MO,63101,436-2355,,Permitted
FoodFacility,Active,Permitted,MLEN-9GGPNP,The Marquee,1911 Locust Ave,SAINT LOUIS,MO,63103,,,Permitted
FoodFacility,Active,Permitted,MBIR-9KRPCU,The Meat Lady,730 Carroll Soulard,St Louis,MO,63104,939-8376,,Permitted
FoodFacility,Active,Permitted,20581,The Metro Centre,2219 PINE,St Louis,MO,63103,436-8831,,Permitted
FoodFacility,Active,Permitted,1200323,The Mud House,2101 Cherokee St,St Louis,MO,63118,776-6599,,Permitted
FoodFacility,Active,Permitted,1400077,The Municipal Theatre Association,1 Theatre Dr Forest Park Dr,St Louis,MO,63108,361-1900,352,Permitted
FoodFacility,Active,Permitted,KHUS-9HUSPQ,The Natural Market,5757 Chippewa St,SAINT LOUIS,MO,63109,,,Permitted
FoodFacility,Active,Permitted,10029,The Office,4532 VIRGINIA,St Louis,MO,63111,351-9618,,Permitted
FoodFacility,Active,Permitted,16423,The Old Spaghetti Factory,727 N 1st,St Louis,MO,63102,621-0276,,Permitted
FoodFacility,Active,Permitted,38185,The Original Crusoe's Restaurant,3152 Osceola,St Louis,MO,63111,351-0620,,Permitted
FoodFacility,Active,Permitted,35642,The Other Place,5084 Dr M L King,St Louis,MO,63113,454-9077,,Permitted
FoodFacility,Active,Permitted,1400349,The Over Under Bar And Grill,911 Washington,St Louis,MO,63101,621-8881,,Permitted
FoodFacility,Active,Permitted,35566,The Pageant,6161 DELMAR Blvd,St Louis,MO,63112,726-6161,,Permitted
FoodFacility,Active,Permitted,37432,The Pasta House Co,2200 59Th,St Louis,MO,63110,644-1400,,Permitted
FoodFacility,Active,Pending,#N/A,The Pat Connolly Tavern,6400 Oakland,SAINT LOUIS,MO,63139,,,#N/A
FoodFacility,Active,Permitted,KHUS-9MNR3E,The Peacemaker,1831 Sidney St,SAINT LOUIS,MO,63104,771-8858,,Permitted
FoodFacility,Active,Permitted,36164,The Pepper Lounge,2005 Locust,St Louis,MO,63103,241-2005,,Permitted
FoodFacility,Active,Permitted,1200064,The Piccadilly At Manhattan,7201 Piccadilly,St Louis,MO,63143,646-0016,,Permitted
FoodFacility,Active,Permitted,MLEN-96DS67,The Pita Pit,6120 Delmar Blvd,SAINT LOUIS,MO,63112,261-4884,,Permitted
FoodFacility,Active,Permitted,37693,The Porch,1700 S 9TH,St Louis,MO,63104,436-0282,,Permitted
FoodFacility,Active,Permitted,10700001,The Pour House,1933 WASHINGTON Ave 35,St Louis,MO,63103,241-5999,,Permitted
FoodFacility,Active,Permitted,MWIS-9GJQ2N,The Purple Martin,2800 Shenandoah,SAINT LOUIS,MO,63104,566-2109,,Permitted
FoodFacility,Active,Permitted,3042,The Racquet Club,476 N Kingshighway,St Louis,MO,63108,361-2100,,Permitted
FoodFacility,Active,Permitted,1400567,The Range,920 Olive,St Louis,MO,63101,494-2174,,Permitted
FoodFacility,Active,Permitted,MLEN-9H7QSE,The Ready Room,4195 Manchester,SAINT LOUIS,MO,63110,913-6384,,Permitted
FoodFacility,Active,Permitted,1400353,The Rendezvous Room,521 S VANDEVENTER,St Louis,MO,63110,652-1111,,Permitted
FoodFacility,Active,Permitted,MLEN-8V3QJR,The Retrailer,800 N Tucker Blvd 412-C,St Louis,MO,63101,384-7354,,Permitted
FoodFacility,Active,Permitted,KHUS-9PHM2T,The River Des Peres Yacht Club,7832 Ivory,SAINT LOUIS,MO,63111,,,Permitted
FoodFacility,Active,Permitted,37121,The Royal Pub/Royal Dumpe,807-09 N 2nd,St. Louis,MO,63102,421-5500,,Permitted
FoodFacility,Active,Permitted,37930,The Royale Food And Spirits,3132 S KINGSHIGHWAY,St Louis,MO,63139,772-3600,,Permitted
FoodFacility,Active,Permitted,MLEN-8WYM78,The Rustic Goat,2617 Washington Ave,St Louis,MO,63103,565-5455,,Permitted
FoodFacility,Active,Permitted,37731,The Salvation Army Temple Corps,2740 Arsenal,St Louis,MO,63118,771-3460,,Permitted
FoodFacility,Active,Permitted,7600097,The Sandwich Depot,5753 PAGE Blvd,St Louis,MO,63112,381-0393,,Permitted
FoodFacility,Active,Permitted,1201240,The Sandwich Depot Mini Mart,5753 PAGE Blvd,St Louis,MO,63112,381-0393,,Permitted
FoodFacility,Active,Permitted,37971,The Scottish Arms,6-8 S SARAH,St Louis,MO,63108,535-0551,,Permitted
FoodFacility,Active,Permitted,1200146,The Shaved Duck,2900 VIRGINIA,St Louis,MO,63118,776-1407,,Permitted
FoodFacility,Active,Permitted,18112,The Sheldon Arts Foundation,3648 WASHINGTON 50,St Louis,MO,63108,533-9900,,Permitted
FoodFacility,Active,Permitted,1400004,The Sidebar,1317 WASHINGTON,St Louis,MO,63101,621-7376,,Permitted
FoodFacility,Active,Permitted,1200649,The Silver Ballroom Pinball Cafe,4701 MORGANFORD,St Louis,MO,63116,832-9223,,Permitted
FoodFacility,Active,Permitted,16200,The Silver Spur,3300 Texas,St Louis,MO,63118,773-3408,,Permitted
FoodFacility,Active,Permitted,MWHN-9DUNPB,The Social Affair,2232 Thurman Ave,SAINT LOUIS,MO,63110,,,Permitted
FoodFacility,Active,Permitted,1200624,The Social House Of Soulard,1551 S 7th St,St Louis,MO,63104,241-3023,,Permitted
FoodFacility,Active,Permitted,MWHN-8UBK6V,The St Louis Brewery,2100 Locust,St Louis,MO,63103,,,Permitted
FoodFacility,Active,Permitted,MWHN-8UZS59,The Sweet Divine,1801 S 9th St,St Louis,MO,63104,942-2900,,Permitted
FoodFacility,Active,Permitted,MWHN-8UZS59,The Sweet Divine,1801 S 9th St,St Louis,MO,63104,,,Permitted
FoodFacility,Active,Permitted,1200885,The Tasty Treats Snack Shop & Catering,3114 DELMAR,St Louis,MO,63103,922-5953,,Permitted
FoodFacility,Active,Permitted,1400320,The Tenderloin Room,232 N Kingshighway,St Louis,MO,63108,314-0900,,Permitted
FoodFacility,Active,Permitted,1400285,The Thaxton Speakeasy,1009 Olive St,St Louis,MO,63101,241-3279,,Permitted
FoodFacility,Active,Permitted,20449,The Trophy Room,5099 Arsenal,St Louis,MO,63139,664-4810,,Permitted
FoodFacility,Active,Permitted,11000094,The Under Lounge Sports Bar & Cafe,5045 GRAVOIS,St Louis,MO,63116,,,Permitted
FoodFacility,Active,Permitted,1400201,The Venue,5960 DR M L KING,St Louis,MO,63112,381-5700,,Permitted
FoodFacility,Active,Permitted,1200764,The Vine Cafe/Market,3171 S GRAND,St Louis,MO,63118,776-0991,,Permitted
FoodFacility,Active,Permitted,1200089,The Vine Mediteranean Grocery & Meats,3171 S Grand,St Louis,MO,63118,776-0091,,Permitted
FoodFacility,Active,Permitted,1200631,The Vino Gallery,4701 McPherson,St Louis,MO,63108,932-5665,,Permitted
FoodFacility,Active,Permitted,KHUS-9LGSCK,The Wheelhouse,1000 Spruce Unit 100 St,SAINT LOUIS,MO,63102,565-9174,,Permitted
FoodFacility,Active,Permitted,MLEN-9DZPQ6,The Whiskey Ring,2651 Cherokee,SAINT LOUIS,MO,63118,732-3285,,Permitted
FoodFacility,Active,Permitted,1200214,The Wine Press,4436 OLIVE,St Louis,MO,,289-9463,,Permitted
FoodFacility,Active,Permitted,1400144,The Wok at Lumierre Place,999 N 2nd St,St Louis,MO,63102,881-7000,,Permitted
FoodFacility,Active,Permitted,5359,Third Baptist Church,620 N GRAND,St Louis,MO,63103,533-7340,,Permitted
FoodFacility,Active,Permitted,MWHN-96GQA3,Thomas Cafe,4009-11 S Grand,St Louis,MO,63118,695-hone,,Permitted
FoodFacility,Active,Permitted,MWHN-9E4KQ8,Three Flags Tavern,4940 Southwest 42,St Louis,MO,63110,669-9222,,Permitted
FoodFacility,Active,Permitted,1200046,Three Monkeys Restaurant & Bar,3153 MORGANFORD,St Louis,MO,63116,772-9800,,Permitted
FoodFacility,Active,Permitted,1201139,Three Sixty,1 S BROADWAY,St Louis,MO,63102,421-8439,,Permitted
